Transition_ID	Relation	Left	Right
T3356	phos	8323	2775
T3357	phos	10000	2475
T3358	phos	5347	9088
T3359	phos	157	401993
T3360	phos	2260	7458
T3361	deph	5501	27102
T3362	phos	225689	5979
T3363	phos	5594	25970
T3364	deph	5516	1017
T3365	deph	5518	10413
T3366	phos	4233	1500
T3367	deph	5500	805
T3368	phos	51231	2145
T3369	phos	3572	3718
T3370	phos	6792	1025
T3371	deph	5528	778
T3372	phos	10000	3164
T3373	deph	58190	4087
T3374	phos	5578	1080
T3375	phos	1432	4303
T3376	phos	55872	1647
T3377	phos	5979	53358
T3378	phos	5063	9459
T3379	deph	5520	55799
T3380	phos	6196	10856
T3381	deph	90673	51806
T3382	phos	6011	3577
T3383	deph	5520	10369
T3384	phos	6198	84271
T3385	phos	4214	5606
T3386	phos	5292	5887
T3387	phos	5599	83737
T3388	deph	5515	8358
T3389	phos	2264	2768
T3390	phos	5566	23439
T3391	phos	51086	5511
T3392	deph	8555	246184
T3393	deph	5528	783
T3394	phos	23678	2308
T3395	deph	8556	387893
T3396	phos	5292	5610
T3397	phos	5590	7529
T3398	phos	657	660
T3399	phos	1432	10454
T3400	phos	51086	55616
T3401	phos	207	4793
T3402	deph	79660	5261
T3403	phos	1022	10848
T3404	phos	5294	207
T3405	phos	2242	1808
T3406	phos	898	8881
T3407	phos	6732	4188
T3408	phos	5599	10155
T3409	phos	5580	4869
T3410	phos	2771	5600
T3411	deph	5532	821
T3412	phos	5603	8986
T3413	phos	5593	9586
T3414	phos	9263	91661
T3415	phos	84254	5562
T3416	phos	5894	140809
T3417	phos	6794	23235
T3418	phos	1019	5925
T3419	deph	5515	659
T3420	deph	5521	59285
T3421	phos	1020	639
T3422	phos	9149	1026
T3423	phos	5579	5894
T3424	phos	157	1232
T3425	phos	157	26648
T3426	phos	157	127059
T3427	phos	51265	2017
T3428	phos	673	1432
T3429	phos	5566	7791
T3430	phos	57761	56957
T3431	phos	5578	6722
T3432	phos	2268	6256
T3433	phos	6446	23327
T3434	phos	2771	5602
T3435	phos	660	7205
T3436	phos	3716	5293
T3437	deph	28227	775
T3438	phos	207	53335
T3439	phos	5595	3667
T3440	deph	5516	5894
T3441	deph	4660	29895
T3442	phos	3611	81706
T3443	deph	5501	8351
T3444	deph	1849	5599
T3445	phos	56924	8874
T3446	deph	29085	8367
T3447	phos	780	84107
T3448	phos	204851	4194
T3449	phos	10298	85366
T3450	phos	5566	109
T3451	phos	9748	5347
T3452	deph	8556	64682
T3453	phos	4914	57498
T3454	deph	5515	596
T3455	deph	248	8336
T3456	phos	6197	7249
T3457	deph	5518	59285
T3458	phos	7481	7855
T3459	phos	29904	56995
T3460	phos	6885	602
T3461	phos	5568	5908
T3462	phos	818	10368
T3463	phos	1432	11244
T3464	phos	5582	2783
T3465	phos	81029	8321
T3466	phos	6792	84812
T3467	phos	5594	4093
T3468	phos	2268	5594
T3469	phos	1196	10848
T3470	phos	207	4088
T3471	phos	2870	10803
T3472	phos	7048	1158
T3473	deph	8555	5597
T3474	phos	2260	9564
T3475	phos	8576	1936
T3476	phos	5616	7791
T3477	phos	157	81168
T3478	phos	5058	639
T3479	phos	815	785
T3480	phos	6197	699
T3481	deph	5521	10368
T3482	phos	5129	7791
T3483	phos	23678	81608
T3484	phos	5566	25898
T3485	phos	7475	11211
T3486	phos	1432	150094
T3487	phos	9175	5610
T3488	phos	613	25759
T3489	deph	5522	207
T3490	phos	7099	5595
T3491	phos	7471	7976
T3492	phos	157	390429
T3493	deph	8556	3658
T3494	phos	5296	842
T3495	phos	5594	10488
T3496	phos	5567	2792
T3497	deph	8493	1432
T3498	phos	2242	55558
T3499	deph	5520	5584
T3500	deph	5518	93589
T3501	phos	2444	79004
T3502	phos	4751	7533
T3503	phos	5613	2932
T3504	phos	3702	7410
T3505	phos	5582	5894
T3506	phos	84254	5687
T3507	phos	9475	8396
T3508	phos	5567	6546
T3509	phos	8445	5092
T3510	phos	9149	199777
T3511	phos	5599	7518
T3512	phos	4916	53358
T3513	phos	4916	25759
T3514	deph	11221	6300
T3515	phos	284086	23339
T3516	phos	1019	5934
T3517	phos	1196	57057
T3518	phos	5567	115
T3519	phos	818	9254
T3520	deph	5519	775
T3521	phos	5571	1407
T3522	phos	6787	2139
T3523	phos	5566	9126
T3524	phos	5594	1848
T3525	phos	51776	7082
T3526	phos	157	219437
T3527	phos	814	10488
T3528	phos	7525	2017
T3529	phos	8445	7514
T3530	phos	5594	9600
T3531	phos	8445	11163
T3532	phos	7048	64151
T3533	phos	6199	2768
T3534	phos	658	3429
T3535	phos	122011	2737
T3536	phos	157	283093
T3537	phos	9263	10594
T3538	deph	28227	6262
T3539	phos	157	122740
T3540	phos	5590	2669
T3541	phos	51384	8322
T3542	phos	53632	4303
T3543	phos	7482	11211
T3544	deph	10106	4088
T3545	deph	4660	10398
T3546	phos	91754	7428
T3547	phos	5579	5747
T3548	phos	3055	9444
T3549	phos	91754	2869
T3550	phos	780	25920
T3551	phos	5595	842
T3552	deph	5516	786
T3553	phos	2932	90993
T3554	phos	5613	9586
T3555	phos	207	8871
T3556	phos	5578	648044
T3557	phos	801	5837
T3558	phos	5593	2969
T3559	phos	5567	1385
T3560	phos	5880	5601
T3561	phos	2475	207
T3562	phos	1022	51406
T3563	phos	5568	59283
T3564	phos	816	778
T3565	phos	5599	4088
T3566	phos	9263	9775
T3567	phos	6196	56478
T3568	deph	54776	140465
T3569	phos	6198	140809
T3570	phos	5289	6429
T3571	phos	5603	29904
T3572	phos	5613	10368
T3573	phos	5578	30819
T3574	phos	660	1975
T3575	phos	5594	7249
T3576	phos	5566	10848
T3577	phos	5566	5132
T3578	deph	5509	805
T3579	phos	5580	3572
T3580	phos	5562	5519
T3581	phos	8986	10848
T3582	phos	6416	6300
T3583	phos	207	10152
T3584	phos	245711	995
T3585	phos	816	7442
T3586	phos	816	781
T3587	deph	5528	10369
T3588	deph	5523	10000
T3589	phos	8798	83605
T3590	phos	3845	5600
T3591	phos	699	5528
T3592	phos	1196	60313
T3593	phos	5571	1408
T3594	phos	1326	9020
T3595	phos	2932	2736
T3596	deph	5532	5502
T3597	phos	5588	58494
T3598	phos	116379	3716
T3599	phos	7525	4869
T3600	phos	10783	3297
T3601	phos	147746	5566
T3602	deph	5529	59285
T3603	phos	207	26284
T3604	deph	1850	5601
T3605	phos	8569	4776
T3606	phos	6300	1649
T3607	phos	5062	3985
T3608	phos	8445	30819
T3609	phos	2868	4988
T3610	deph	5522	784
T3611	phos	5563	745
T3612	phos	11200	994
T3613	phos	8798	10011
T3614	phos	5566	779
T3615	phos	9943	1936
T3616	phos	5579	2793
T3617	phos	5599	2091
T3618	phos	5584	3059
T3619	phos	5578	624
T3620	deph	5515	8877
T3621	phos	9263	29935
T3622	phos	1019	29935
T3623	phos	9263	8544
T3624	deph	5522	779
T3625	phos	1760	7791
T3626	phos	157	504189
T3627	phos	5594	6667
T3628	phos	6794	9891
T3629	phos	5592	10335
T3630	phos	157	442184
T3631	deph	29085	8368
T3632	phos	5578	10681
T3633	deph	151742	4217
T3634	phos	5566	648
T3635	deph	1846	5602
T3636	phos	1020	84152
T3637	phos	5979	387082
T3638	phos	29110	7428
T3639	phos	5601	6118
T3640	deph	5509	5260
T3641	phos	6196	5887
T3642	phos	157	403282
T3643	phos	207	5894
T3644	phos	157	26664
T3645	phos	157	127068
T3646	deph	5533	3315
T3647	phos	1020	5519
T3648	phos	51086	25898
T3649	phos	8798	5567
T3650	phos	26524	10413
T3651	phos	5058	266740
T3652	deph	5494	8476
T3653	phos	2268	8805
T3654	phos	80326	7976
T3655	phos	5563	2308
T3656	phos	340156	4633
T3657	deph	55844	776
T3658	phos	5567	467
T3659	phos	1432	6945
T3660	phos	2260	5595
T3661	phos	5562	2308
T3662	deph	5534	51434
T3663	deph	5515	1017
T3664	deph	5516	6197
T3665	phos	1196	4194
T3666	deph	85464	1073
T3667	deph	5527	10369
T3668	phos	157	347468
T3669	deph	55012	783
T3670	phos	815	783
T3671	phos	898	25847
T3672	phos	6732	6430
T3673	phos	11211	2775
T3674	phos	5613	10681
T3675	phos	7006	5335
T3676	phos	207	26155
T3677	phos	5595	6256
T3678	phos	5571	2309
T3679	phos	5582	22800
T3680	deph	5516	779
T3681	deph	249	8969
T3682	phos	91	127933
T3683	phos	5566	995
T3684	phos	3460	3716
T3685	phos	815	59285
T3686	phos	10494	55616
T3687	phos	7476	8322
T3688	phos	5566	27091
T3689	phos	1022	5187
T3690	deph	5501	775
T3691	deph	5532	5576
T3692	phos	5595	54700
T3693	phos	898	8697
T3694	phos	816	55799
T3695	phos	9212	11331
T3696	phos	3590	3718
T3697	phos	5578	11244
T3698	deph	5519	55799
T3699	phos	9263	55796
T3700	phos	6787	84838
T3701	phos	1022	55269
T3702	phos	5582	2793
T3703	phos	5600	2354
T3704	phos	9263	51728
T3705	phos	658	4086
T3706	phos	5567	55799
T3707	phos	9261	468
T3708	deph	5501	9611
T3709	phos	1022	1019
T3710	phos	817	6330
T3711	phos	1019	8099
T3712	phos	780	6196
T3713	phos	9451	1965
T3714	phos	8798	2017
T3715	phos	84254	51422
T3716	phos	157	26333
T3717	phos	1022	56957
T3718	phos	3575	3716
T3719	phos	5602	2353
T3720	phos	11183	140809
T3721	phos	56924	91807
T3722	phos	89780	11211
T3723	phos	6416	4194
T3724	phos	55681	7117
T3725	phos	818	93589
T3726	phos	8445	83541
T3727	phos	5567	23439
T3728	phos	5578	846
T3729	phos	8899	6196
T3730	phos	157	150681
T3731	phos	1457	613
T3732	phos	157	26211
T3733	phos	5582	150084
T3734	phos	6788	23676
T3735	deph	5509	51806
T3736	phos	6792	4188
T3737	phos	157	441670
T3738	phos	2869	1237
T3739	phos	207	9406
T3740	phos	5590	7791
T3741	deph	1852	6300
T3742	phos	157	282763
T3743	phos	4215	5606
T3744	phos	54899	2268
T3745	phos	5579	5336
T3746	deph	5526	778
T3747	phos	5058	252884
T3748	phos	5563	1407
T3749	phos	660	4111
T3750	phos	4752	745
T3751	phos	53944	140809
T3752	deph	5516	5604
T3753	deph	5521	785
T3754	phos	6011	1230
T3755	phos	7297	5295
T3756	phos	8326	2776
T3757	phos	780	11331
T3758	phos	7006	7409
T3759	phos	157	255725
T3760	phos	6794	5563
T3761	phos	699	94104
T3762	phos	8798	340719
T3763	phos	9263	92002
T3764	phos	91754	5347
T3765	phos	5571	31
T3766	deph	5516	8357
T3767	phos	816	6324
T3768	phos	157	79317
T3769	phos	157	130075
T3770	phos	6300	8550
T3771	phos	8767	1432
T3772	phos	5600	4303
T3773	phos	6794	81788
T3774	phos	805	5837
T3775	phos	5595	4089
T3776	deph	28227	59285
T3777	phos	5613	6546
T3778	phos	9252	90993
T3779	phos	51701	8048
T3780	phos	10298	5604
T3781	phos	5568	2775
T3782	phos	818	6262
T3783	phos	9020	55796
T3784	phos	2264	7791
T3785	phos	5566	2905
T3786	phos	157	26529
T3787	phos	157	390433
T3788	phos	54899	7332
T3789	phos	5599	8471
T3790	phos	2066	6777
T3791	deph	5795	7082
T3792	phos	6732	6945
T3793	phos	8798	10152
T3794	phos	6885	5599
T3795	phos	369	9667
T3796	phos	157	338675
T3797	phos	9212	57472
T3798	phos	5602	4193
T3799	phos	5595	5469
T3800	phos	4893	5600
T3801	phos	5567	785
T3802	deph	1845	2263
T3803	deph	5801	1432
T3804	phos	7297	94104
T3805	phos	157	392392
T3806	phos	5568	27092
T3807	phos	640	2212
T3808	deph	5501	5350
T3809	deph	5501	1454
T3810	phos	9252	64410
T3811	phos	5595	2697
T3812	deph	5532	51529
T3813	phos	207	5094
T3814	phos	5568	59345
T3815	phos	4882	4193
T3816	deph	5500	140465
T3817	deph	1845	5601
T3818	phos	1438	3718
T3819	phos	3455	3716
T3820	phos	157	284532
T3821	phos	1196	8725
T3822	phos	5566	786
T3823	phos	1195	86614
T3824	phos	409	154
T3825	deph	5521	10369
T3826	phos	8899	84254
T3827	phos	4140	54471
T3828	phos	5567	491
T3829	phos	4085	51434
T3830	phos	5594	9700
T3831	phos	5566	2787
T3832	phos	2011	745
T3833	phos	29110	1407
T3834	phos	4751	5580
T3835	phos	4752	7534
T3836	deph	28227	785
T3837	phos	818	6332
T3838	phos	5567	1080
T3839	deph	5500	2903
T3840	phos	23139	7332
T3841	deph	5501	5587
T3842	deph	11156	3688
T3843	phos	7475	7855
T3844	phos	5595	7068
T3845	phos	1017	1460
T3846	deph	28227	5502
T3847	phos	5602	4088
T3848	phos	7481	8322
T3849	phos	5753	1487
T3850	phos	5568	2791
T3851	phos	5588	7082
T3852	deph	5520	775
T3853	phos	1432	2308
T3854	phos	5566	9322
T3855	deph	5500	1965
T3856	deph	5771	3643
T3857	phos	4882	4089
T3858	phos	56924	4193
T3859	deph	11221	5603
T3860	phos	5568	7442
T3861	phos	2932	3184
T3862	deph	5515	8356
T3863	deph	5519	207
T3864	phos	207	10848
T3865	phos	57761	7798
T3866	phos	5257	5834
T3867	phos	657	140809
T3868	phos	51086	6881
T3869	deph	5519	10413
T3870	phos	5613	5923
T3871	deph	5515	59283
T3872	phos	6792	6300
T3873	phos	7976	2776
T3874	phos	157	79339
T3875	phos	1020	1808
T3876	phos	1196	84107
T3877	phos	1018	5515
T3878	phos	9212	11200
T3879	phos	5582	3845
T3880	phos	8440	56924
T3881	phos	5590	842
T3882	phos	6885	5580
T3883	phos	6558	5566
T3884	deph	5533	25847
T3885	phos	5579	5335
T3886	phos	369	5594
T3887	phos	5590	10848
T3888	deph	5520	10368
T3889	phos	5595	6667
T3890	phos	660	28984
T3891	phos	6198	1975
T3892	phos	6794	5204
T3893	phos	1019	8048
T3894	phos	1019	602
T3895	deph	5532	283455
T3896	phos	4882	55616
T3897	phos	1457	8614
T3898	deph	5500	10398
T3899	phos	5058	1455
T3900	phos	6198	7117
T3901	deph	79660	805
T3902	deph	5515	8352
T3903	phos	55359	8048
T3904	deph	55844	25937
T3905	phos	5578	54331
T3906	deph	5500	782
T3907	phos	7472	8323
T3908	phos	2869	140809
T3909	deph	5520	781
T3910	phos	5613	2792
T3911	phos	5600	2309
T3912	phos	10420	7791
T3913	phos	5600	3316
T3914	phos	1195	153527
T3915	phos	3055	2889
T3916	phos	7048	51008
T3917	phos	5593	148327
T3918	phos	5566	468
T3919	phos	8899	60313
T3920	phos	7475	8326
T3921	deph	4659	103910
T3922	phos	2771	1432
T3923	phos	2260	8048
T3924	phos	5566	1820
T3925	phos	1196	7507
T3926	phos	157	128360
T3927	phos	9020	11183
T3928	phos	2264	6300
T3929	deph	23239	6789
T3930	phos	6196	10524
T3931	deph	5525	207
T3932	phos	8550	9667
T3933	phos	10420	6196
T3934	phos	91807	29895
T3935	phos	1020	51010
T3936	phos	5599	8660
T3937	phos	2931	6925
T3938	deph	55012	59283
T3939	deph	5527	784
T3940	deph	5516	8851
T3941	phos	5347	995
T3942	deph	5501	2893
T3943	deph	5509	5257
T3944	phos	5563	57057
T3945	phos	10000	100132074
T3946	phos	7189	5600
T3947	phos	5594	2077
T3948	phos	5567	27091
T3949	deph	5515	8354
T3950	phos	5599	2308
T3951	phos	818	778
T3952	phos	2869	7458
T3953	phos	207	57099
T3954	deph	1849	6300
T3955	deph	5532	3315
T3956	deph	5778	5600
T3957	deph	55844	207
T3958	deph	55012	10369
T3959	phos	2932	2268
T3960	phos	4893	1432
T3961	phos	5894	5599
T3962	phos	51086	27254
T3963	phos	8444	1385
T3964	phos	4087	657
T3965	deph	5529	782
T3966	phos	51384	11211
T3967	phos	7482	8322
T3968	phos	5568	64764
T3969	phos	4751	7117
T3970	phos	29110	3032
T3971	phos	207	5139
T3972	phos	4752	79684
T3973	phos	1196	5511
T3974	phos	8444	8048
T3975	deph	25930	5747
T3976	deph	5507	5255
T3977	deph	5533	1409
T3978	deph	5529	10369
T3979	phos	816	59284
T3980	deph	55012	10000
T3981	phos	5594	2308
T3982	phos	84254	5092
T3983	phos	157	390067
T3984	deph	29085	3783
T3985	phos	10454	4792
T3986	phos	7474	8325
T3987	deph	5516	25937
T3988	phos	818	55799
T3989	deph	5521	10413
T3990	phos	157	403257
T3991	phos	660	140809
T3992	phos	7297	5610
T3993	phos	5595	6721
T3994	phos	5568	784
T3995	deph	5516	5579
T3996	deph	1847	6300
T3997	deph	5535	29945
T3998	deph	8555	8697
T3999	phos	7189	3665
T4000	phos	5566	4194
T4001	phos	5293	2932
T4002	deph	5523	10368
T4003	deph	5771	3718
T4004	phos	6446	100132074
T4005	phos	149420	3059
T4006	phos	2263	10657
T4007	phos	613	1399
T4008	deph	5532	1409
T4009	phos	5568	2785
T4010	phos	8550	10856
T4011	deph	5501	11190
T4012	phos	157	8590
T4013	phos	6198	1796
T4014	phos	7525	7534
T4015	phos	369	387082
T4016	phos	3598	3716
T4017	phos	817	784
T4018	deph	5515	10000
T4019	phos	157	128371
T4020	phos	5588	3667
T4021	phos	9149	84254
T4022	phos	660	23171
T4023	phos	5568	6332
T4024	phos	9212	2017
T4025	phos	51086	8805
T4026	phos	157	284521
T4027	phos	4751	5108
T4028	deph	1845	1447
T4029	phos	89780	8321
T4030	phos	53944	2736
T4031	deph	5519	781
T4032	phos	9212	3020
T4033	deph	1847	5600
T4034	phos	5579	150084
T4035	phos	1454	4303
T4036	phos	8569	1977
T4037	phos	5578	2781
T4038	deph	5501	2902
T4039	phos	7867	3315
T4040	phos	8428	10524
T4041	phos	8550	10848
T4042	phos	157	119774
T4043	phos	1457	84991
T4044	phos	5593	109
T4045	phos	157	26496
T4046	deph	8555	51433
T4047	phos	5580	81628
T4048	phos	5592	84699
T4049	phos	5595	9586
T4050	phos	5601	11100
T4051	phos	6885	7812
T4052	phos	3594	3716
T4053	phos	8550	5702
T4054	phos	5567	2906
T4055	phos	10000	1026
T4056	phos	2868	1232
T4057	phos	9149	639
T4058	deph	5792	8660
T4059	phos	545	1111
T4060	phos	5598	4194
T4061	phos	817	4842
T4062	phos	814	1387
T4063	phos	5566	5908
T4064	phos	53632	2308
T4065	phos	8569	127933
T4066	phos	5894	5610
T4067	phos	5568	6324
T4068	phos	2268	5747
T4069	phos	5566	55799
T4070	phos	5562	1017
T4071	phos	5590	10963
T4072	phos	2868	1524
T4073	phos	3784	5566
T4074	phos	5613	1387
T4075	phos	5602	3190
T4076	phos	27330	468
T4077	phos	6788	25937
T4078	phos	5594	9261
T4079	phos	5578	55970
T4080	phos	9020	6945
T4081	phos	9261	3315
T4082	deph	152926	593
T4083	phos	5747	4188
T4084	phos	157	390072
T4085	phos	1453	4775
T4086	phos	89780	7976
T4087	phos	6794	252969
T4088	phos	6885	51701
T4089	phos	9252	1388
T4090	phos	1022	6945
T4091	phos	4882	54862
T4092	phos	2264	5594
T4093	phos	8569	253314
T4094	phos	5347	286151
T4095	phos	817	2318
T4096	deph	5801	5601
T4097	phos	2770	5595
T4098	deph	5525	781
T4099	phos	6792	55796
T4100	phos	27102	1965
T4101	phos	8445	7289
T4102	deph	5516	9564
T4103	phos	1019	9189
T4104	phos	1432	100132074
T4105	phos	8550	5567
T4106	phos	3055	613
T4107	phos	157	390197
T4108	deph	5501	79054
T4109	phos	207	7507
T4110	phos	5592	672
T4111	phos	157	391109
T4112	phos	1454	2735
T4113	phos	85366	1407
T4114	phos	8445	7538
T4115	phos	5578	8048
T4116	phos	8986	5463
T4117	phos	157	219965
T4118	phos	8798	55616
T4119	deph	5501	784
T4120	phos	658	4188
T4121	phos	1196	9775
T4122	phos	10000	4793
T4123	phos	9263	7514
T4124	phos	2931	84365
T4125	phos	204851	1111
T4126	deph	5528	27091
T4127	phos	7472	7855
T4128	phos	84254	29118
T4129	phos	207	79753
T4130	phos	699	7515
T4131	phos	157	8383
T4132	phos	54899	5579
T4133	deph	80824	5603
T4134	phos	157	219982
T4135	phos	156	5148
T4136	phos	8900	1869
T4137	phos	1457	7448
T4138	phos	5600	26959
T4139	phos	90	11035
T4140	phos	5593	5330
T4141	deph	4660	140465
T4142	phos	8517	8660
T4143	phos	30849	84254
T4144	phos	10783	10524
T4145	deph	5506	51806
T4146	phos	157	219957
T4147	phos	5566	7531
T4148	deph	5515	6198
T4149	phos	4087	4086
T4150	phos	156	3577
T4151	phos	1432	2354
T4152	phos	4214	5604
T4153	phos	55359	2768
T4154	phos	814	64764
T4155	phos	4752	4193
T4156	phos	816	11035
T4157	phos	10298	340156
T4158	phos	1457	3320
T4159	phos	4916	10603
T4160	phos	2869	2829
T4161	phos	1457	8048
T4162	phos	10783	143471
T4163	phos	5567	90993
T4164	phos	157	219479
T4165	phos	5594	8648
T4166	phos	157	8390
T4167	deph	5528	781
T4168	phos	5566	6262
T4169	phos	1022	55596
T4170	phos	55589	6757
T4171	deph	5516	5502
T4172	phos	5058	55596
T4173	phos	8550	3059
T4174	phos	5616	6945
T4175	phos	9263	25836
T4176	phos	5568	5132
T4177	phos	9212	3059
T4178	deph	2138	3014
T4179	phos	11184	4296
T4180	deph	5520	25937
T4181	phos	657	5567
T4182	phos	1457	994
T4183	phos	157	390058
T4184	phos	11035	5610
T4185	deph	8556	29945
T4186	phos	8550	65056
T4187	phos	157	390083
T4188	phos	2872	10155
T4189	phos	5578	2792
T4190	phos	1454	7319
T4191	deph	338599	5595
T4192	phos	5261	5834
T4193	phos	55872	10848
T4194	phos	659	4086
T4195	phos	5753	4087
T4196	phos	5567	2892
T4197	phos	2770	6300
T4198	phos	1457	8805
T4199	phos	1453	10848
T4200	phos	6885	8517
T4201	phos	1196	9203
T4202	deph	5521	59283
T4203	phos	51231	167826
T4204	phos	5616	4088
T4205	phos	1025	23244
T4206	deph	5494	1068
T4207	phos	2042	3059
T4208	phos	157	121364
T4209	deph	5519	10368
T4210	phos	10000	4193
T4211	phos	139728	4193
T4212	phos	8550	140809
T4213	phos	1457	3326
T4214	phos	5563	32
T4215	phos	5568	779
T4216	phos	5580	7529
T4217	phos	5579	3845
T4218	phos	5347	5300
T4219	phos	5568	648044
T4220	phos	5583	59341
T4221	phos	8737	1147
T4222	phos	5562	11035
T4223	phos	5613	55799
T4224	phos	157	391211
T4225	phos	2268	2017
T4226	phos	3716	5291
T4227	phos	7525	7314
T4228	phos	7471	8326
T4229	phos	5578	6915
T4230	phos	5595	1385
T4231	phos	57144	5894
T4232	deph	5501	8353
T4233	phos	149233	3718
T4234	deph	5521	6262
T4235	phos	56924	3984
T4236	phos	10188	602
T4237	phos	91754	55616
T4238	phos	51086	56980
T4239	phos	29110	94104
T4240	deph	29085	8365
T4241	phos	6196	4776
T4242	phos	2932	2017
T4243	phos	2870	1233
T4244	phos	207	6046
T4245	phos	6794	150094
T4246	deph	55844	51135
T4247	phos	55681	5594
T4248	phos	5616	4188
T4249	deph	248	8330
T4250	deph	5500	1388
T4251	deph	5518	59283
T4252	phos	3611	4666
T4253	deph	5523	93589
T4254	phos	1454	55616
T4255	phos	1457	715
T4256	phos	2049	5580
T4257	phos	6196	4673
T4258	phos	2535	2776
T4259	deph	5501	5256
T4260	phos	29110	5594
T4261	phos	5593	775
T4262	phos	8445	26528
T4263	phos	2869	1234
T4264	phos	7484	2535
T4265	phos	9263	6601
T4266	phos	9263	94104
T4267	phos	1454	10848
T4268	phos	5582	2775
T4269	deph	5515	3688
T4270	phos	814	468
T4271	phos	5566	56478
T4272	phos	5578	2771
T4273	deph	5500	10488
T4274	phos	1454	83541
T4275	phos	64109	3718
T4276	phos	6300	3726
T4277	phos	157	219484
T4278	deph	5523	775
T4279	phos	3611	26155
T4280	phos	5593	7225
T4281	deph	54434	1072
T4282	phos	5747	10848
T4283	phos	7048	8805
T4284	phos	5747	6300
T4285	phos	2932	8313
T4286	phos	9175	64410
T4287	phos	815	10368
T4288	deph	5516	83700
T4289	phos	5058	10626
T4290	phos	5567	2790
T4291	phos	815	775
T4292	phos	7476	7855
T4293	phos	157	135946
T4294	phos	10783	23567
T4295	deph	1848	5595
T4296	phos	2011	7760
T4297	phos	4088	658
T4298	phos	207	2308
T4299	phos	8576	7428
T4300	phos	65125	9943
T4301	phos	1019	4088
T4302	phos	157	127623
T4303	phos	5894	7458
T4304	phos	2932	5610
T4305	phos	10000	7249
T4306	deph	5519	25937
T4307	phos	1022	25898
T4308	deph	5500	10768
T4309	phos	3643	8471
T4310	phos	156	3269
T4311	phos	7048	7262
T4312	deph	80824	5594
T4313	phos	5613	27091
T4314	phos	8576	5204
T4315	phos	5565	32
T4316	phos	8576	8805
T4317	phos	9263	81608
T4318	phos	5602	55616
T4319	phos	157	81282
T4320	phos	81029	8326
T4321	phos	369	10691
T4322	deph	5501	808
T4323	deph	5501	59283
T4324	phos	5599	8805
T4325	phos	6794	2308
T4326	phos	1432	56924
T4327	phos	5590	8853
T4328	deph	338599	1432
T4329	phos	5563	7798
T4330	phos	8899	220992
T4331	phos	7471	8325
T4332	phos	1452	2017
T4333	phos	5595	4609
T4334	phos	657	5580
T4335	phos	5058	11331
T4336	phos	5594	2005
T4337	phos	29110	29118
T4338	phos	5593	4659
T4339	phos	5593	468
T4340	phos	11213	56957
T4341	phos	5567	1387
T4342	phos	27330	55796
T4343	phos	5613	493
T4344	phos	1453	5187
T4345	phos	5292	7428
T4346	phos	6787	57472
T4347	phos	8550	1974
T4348	phos	6011	10663
T4349	phos	10000	84699
T4350	phos	10298	3985
T4351	phos	5603	1111
T4352	phos	9180	3718
T4353	phos	6732	10929
T4354	phos	7483	2535
T4355	deph	5526	10369
T4356	phos	7272	1965
T4357	deph	5523	5502
T4358	phos	5595	6093
T4359	phos	2870	153
T4360	phos	3055	6777
T4361	phos	2264	660
T4362	phos	7475	2535
T4363	phos	5588	7726
T4364	phos	3597	3718
T4365	phos	780	7514
T4366	phos	5566	10636
T4367	phos	5578	22808
T4368	phos	51422	1408
T4369	phos	9263	51010
T4370	phos	816	783
T4371	phos	10000	9586
T4372	phos	2932	11244
T4373	deph	5515	6416
T4374	phos	207	148327
T4375	phos	5593	157855
T4376	deph	11122	6774
T4377	phos	9263	23676
T4378	phos	6011	1524
T4379	phos	9475	54776
T4380	phos	5598	5599
T4381	phos	7099	2771
T4382	phos	2868	154
T4383	phos	5566	54331
T4384	phos	5567	468
T4385	deph	5495	1025
T4386	deph	5529	59283
T4387	phos	1019	1975
T4388	deph	5535	10393
T4389	deph	5525	6262
T4390	phos	7483	8321
T4391	deph	8556	993
T4392	phos	5747	2268
T4393	deph	5518	778
T4394	phos	815	776
T4395	deph	5522	786
T4396	phos	51422	31
T4397	deph	5501	801
T4398	phos	10922	1407
T4399	phos	2932	10848
T4400	deph	993	5594
T4401	deph	5500	93589
T4402	phos	3598	7297
T4403	phos	5579	2791
T4404	phos	2042	10772
T4405	phos	1432	5871
T4406	phos	5592	5501
T4407	deph	5516	4088
T4408	phos	157	391195
T4409	phos	23012	2268
T4410	phos	5610	5580
T4411	phos	5579	2770
T4412	phos	5595	100132074
T4413	phos	139728	84812
T4414	phos	90	6258
T4415	phos	8576	6722
T4416	phos	157	442186
T4417	phos	5602	7314
T4418	phos	659	2768
T4419	deph	1846	5600
T4420	phos	10298	65125
T4421	phos	147746	8048
T4422	phos	6885	7334
T4423	phos	157	26338
T4424	phos	6195	7249
T4425	phos	2931	6256
T4426	phos	157	403284
T4427	phos	1454	3059
T4428	phos	1432	4776
T4429	deph	5494	5058
T4430	phos	5580	9775
T4431	phos	6199	5566
T4432	phos	6789	64410
T4433	phos	8550	4776
T4434	phos	1432	9252
T4435	phos	1019	7314
T4436	phos	157	390327
T4437	deph	5501	472
T4438	deph	5515	9254
T4439	phos	22858	55796
T4440	phos	6732	51406
T4441	phos	5594	57369
T4442	phos	157	81328
T4443	deph	5500	59285
T4444	phos	1019	100506164
T4445	phos	5566	2791
T4446	deph	55844	778
T4447	phos	1196	57593
T4448	phos	157	126370
T4449	phos	1019	56957
T4450	phos	6198	9667
